Date,Open,High,Low,Close,Volume,Adj Close
2008-10-01,18.42,18.87,14.12,15.18,28452600,12.13
2008-09-02,24.65,25.02,17.22,18.65,24511200,14.90
2008-08-01,27.27,27.99,24.67,25.17,12348800,20.11
2008-07-01,23.70,28.34,23.58,27.32,19440800,21.83
2008-06-02,28.16,28.22,23.61,24.50,20206000,19.58
2008-05-01,30.16,30.48,27.73,28.40,17898300,22.69
2008-04-01,33.57,34.90,28.28,30.07,20257100,23.40
2008-03-03,35.65,35.77,28.47,31.83,21999200,24.77
2008-02-01,37.11,38.64,33.85,36.01,13847800,28.02
2008-01-02,38.34,38.38,29.50,36.68,23725600,28.54
2007-12-03,40.01,40.59,35.40,38.39,11133300,29.87
2007-11-01,39.75,42.22,36.64,39.33,13163800,30.60
2007-10-01,36.74,39.93,35.08,39.72,15995000,30.90
2007-09-04,32.86,38.06,32.82,37.93,12323000,29.51
2007-08-01,28.26,33.14,27.35,32.88,14042900,25.58
2007-07-02,28.20,30.31,27.06,28.64,9679400,22.28
2007-06-01,27.54,29.19,27.35,28.11,9662800,21.87
2007-05-01,25.27,27.57,24.42,27.38,11231100,21.30
2007-04-02,22.76,25.75,22.54,25.25,11798500,19.21
2007-03-01,21.23,23.22,20.77,22.92,10689200,17.44
2007-02-01,22.13,23.21,21.50,21.83,12563500,16.61
2007-01-03,20.63,22.15,18.87,22.10,21321600,16.82
2006-12-01,20.01,20.65,19.85,20.32,8995800,15.46
2006-11-01,19.81,21.00,19.22,20.22,10907400,15.39
2006-10-02,19.54,20.44,19.05,19.88,14133100,15.13
2006-09-01,20.63,20.82,18.62,19.69,12109500,14.98
2006-08-01,19.70,21.60,19.28,20.88,6597000,15.89
2006-07-03,20.44,20.51,18.23,19.85,10259800,15.10
2006-06-01,21.56,22.50,18.83,20.26,12196300,15.42
2006-05-01,22.72,23.19,20.49,21.47,9664300,16.34
2006-04-03,20.64,23.47,20.38,22.66,9786500,17.24
2006-03-01,18.64,21.36,18.60,20.72,11730800,15.77
2006-02-01,18.30,19.03,17.65,18.58,8665800,13.84
2006-01-03,18.62,19.94,17.95,18.38,16761500,13.69
2005-12-01,16.98,18.82,16.95,18.30,10453100,13.63
2005-11-01,16.85,17.57,16.83,17.08,10372200,12.72
2005-10-03,16.90,17.22,15.81,16.82,13464700,12.53
2005-09-01,15.87,16.95,15.80,16.91,10933000,12.60
2005-08-01,15.90,16.60,15.43,15.77,7986500,11.75
2005-07-01,16.66,18.07,15.17,15.95,14863300,11.88
2005-06-01,16.90,17.65,16.64,16.64,9022300,12.40
2005-05-02,16.02,17.70,15.98,16.86,9207400,12.56
2005-04-01,15.65,16.51,14.52,15.98,10766000,11.90
2005-03-01,16.25,16.50,15.20,15.43,7482500,11.17
2005-02-01,15.34,16.42,15.33,16.14,10344400,11.69
2005-01-03,15.95,15.96,13.92,15.28,15949000,11.06
